#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
         392    -7.53471    -7.55451   0.0033143
         393    -7.53698    -7.55447  0.00330617
         394    -7.54083    -7.55444  0.00329796
         395      -7.544    -7.55441  0.00328972
         396     -7.5455    -7.55439  0.00328149
         397    -7.54856    -7.55437  0.00327325
         398    -7.55155    -7.55436  0.00326504
         399    -7.55414    -7.55436  0.00325685
         400    -7.55731    -7.55437  0.00324872
         401    -7.56006    -7.55439  0.00324065
         402    -7.56433    -7.55441  0.00323268
         403     -7.5672    -7.55444  0.00322482
         404    -7.57028    -7.55448  0.00321707
         405    -7.57261    -7.55453  0.00320944
         406    -7.57383    -7.55457  0.00320189
         407    -7.57622    -7.55463  0.00319446
         408     -7.5788    -7.55469  0.00318718
         409    -7.58059    -7.55475  0.00318002
         410    -7.58125    -7.55481  0.00317292
         411    -7.58338    -7.55488  0.00316596
         412    -7.58404    -7.55495  0.00315907
         413    -7.58551    -7.55503  0.00315229
         414    -7.58649     -7.5551  0.00314559
         415    -7.58728    -7.55518  0.00313896
         416    -7.58823    -7.55526  0.00313242
         417    -7.58931    -7.55534  0.00312597
         418    -7.58988    -7.55543  0.00311959
         419    -7.59091    -7.55551  0.00311329
         420     -7.5908    -7.55559  0.00310701
         421    -7.59115    -7.55568  0.00310078
         422    -7.59067    -7.55576  0.00309454
         423    -7.59035    -7.55584   0.0030883
         424    -7.58987    -7.55592  0.00308206
         425    -7.58956      -7.556  0.00307583
         426     -7.5878    -7.55608  0.00306951
         427    -7.58624    -7.55615  0.00306314
         428    -7.58553    -7.55622  0.00305675
         429    -7.58438    -7.55628  0.00305033
         430     -7.5828    -7.55634  0.00304386
         431    -7.58212     -7.5564  0.00303738
         432    -7.58169    -7.55646  0.00303092
         433    -7.57958    -7.55652  0.00302439
         434    -7.57809    -7.55657  0.00301783
         435     -7.5756    -7.55661  0.00301121
         436    -7.57311    -7.55665  0.00300454
         437    -7.57161    -7.55668  0.00299786
         438    -7.56981    -7.55671  0.00299116
         439    -7.56838    -7.55674  0.00298447
         440    -7.56603    -7.55676  0.00297776
         441    -7.56278    -7.55677  0.00297104
         442    -7.56222    -7.55679  0.00296434
         443     -7.5611    -7.55679  0.00295767
         444     -7.5601     -7.5568  0.00295101
         445    -7.55921    -7.55681  0.00294439
         446    -7.55813    -7.55681  0.00293779
         447    -7.55589    -7.55681  0.00293122
         448    -7.55574    -7.55681  0.00292467
         449    -7.55475     -7.5568  0.00291816
         450    -7.55327    -7.55679  0.00291169
         451    -7.55291    -7.55679  0.00290525
         452     -7.5527    -7.55678  0.00289883
         453    -7.55263    -7.55677  0.00289245
         454    -7.55367    -7.55676  0.00288608
         455    -7.55356    -7.55675  0.00287975
         456    -7.55325    -7.55675  0.00287344
         457    -7.55339    -7.55674  0.00286717
         458     -7.5543    -7.55673  0.00286091
         459     -7.5553    -7.55673  0.00285468
         460     -7.5551    -7.55673  0.00284848
         461    -7.55692    -7.55673   0.0028423
         462    -7.55817    -7.55673  0.00283615
         463    -7.55816    -7.55673  0.00283002
         464    -7.56015    -7.55674  0.00282393
         465    -7.56087    -7.55675  0.00281787
         466    -7.56159    -7.55676  0.00281185
         467    -7.56231    -7.55677  0.00280585
         468    -7.56269    -7.55678  0.00279988
         469    -7.56464     -7.5568  0.00279396
         470    -7.56526    -7.55682  0.00278808
         471    -7.56548    -7.55684  0.00278222
         472    -7.56594    -7.55686  0.00277639
         473    -7.56631    -7.55688  0.00277059
         474    -7.56721     -7.5569  0.00276483
         475     -7.5667    -7.55692  0.00275909
         476    -7.56702    -7.55694  0.00275338
         477    -7.56656    -7.55696  0.00274768
         478    -7.56626    -7.55698    0.002742
         479    -7.56645      -7.557  0.00273634
         480    -7.56681    -7.55702  0.00273072
         481    -7.56603    -7.55704  0.00272511
