#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         577      1.9976     2.01551 0.000433724
         578     1.99697     2.01548 0.000434159
         579     1.99646     2.01544  0.00043465
         580     1.99609     2.01541  0.00043518
         581     1.99587     2.01538 0.000435729
         582      1.9958     2.01534 0.000436277
         583     1.99591     2.01531   0.0004368
         584     1.99618     2.01528 0.000437279
         585     1.99662     2.01524 0.000437692
         586     1.99724     2.01521 0.000438023
         587     1.99803     2.01518 0.000438254
         588     1.99897     2.01516 0.000438375
         589     2.00007     2.01513 0.000438379
         590     2.00132     2.01511 0.000438261
         591     2.00269     2.01509 0.000438022
         592     2.00418     2.01507  0.00043767
         593     2.00578     2.01505 0.000437212
         594     2.00746     2.01504 0.000436663
         595     2.00921     2.01503 0.000436039
         596     2.01102     2.01502 0.000435359
         597     2.01287     2.01502 0.000434645
         598     2.01474     2.01502 0.000433918
         599     2.01663     2.01502 0.000433202
         600     2.01852     2.01503 0.000432519
         601     2.02039     2.01504 0.000431892
         602     2.02224     2.01505  0.00043134
         603     2.02406     2.01506 0.000430884
         604     2.02584     2.01508  0.00043054
         605     2.02757      2.0151 0.000430323
         606     2.02925     2.01513 0.000430246
         607     2.03088     2.01515 0.000430319
         608     2.03244     2.01518 0.000430549
         609     2.03394     2.01521 0.000430943
         610     2.03538     2.01524 0.000431504
         611     2.03675     2.01528 0.000432231
         612     2.03806     2.01532 0.000433125
         613     2.03931     2.01536 0.000434183
         614     2.04049      2.0154 0.000435401
         615      2.0416     2.01544 0.000436773
         616     2.04266     2.01548 0.000438294
         617     2.04366     2.01553 0.000439955
         618     2.04459     2.01558  0.00044175
         619     2.04547     2.01562 0.000443669
         620      2.0463     2.01567 0.000445704
         621     2.04708     2.01572 0.000447845
         622      2.0478     2.01578 0.000450084
         623     2.04847     2.01583 0.000452412
         624      2.0491     2.01588 0.000454818
         625     2.04969     2.01594 0.000457296
         626     2.05023     2.01599 0.000459834
         627     2.05073     2.01605 0.000462427
         628     2.05119      2.0161 0.000465064
         629     2.05161     2.01616 0.000467738
         630     2.05199     2.01622 0.000470442
         631     2.05234     2.01627 0.000473168
         632     2.05266     2.01633 0.000475909
         633     2.05294     2.01639 0.000478659
         634     2.05319     2.01645 0.000481411
         635     2.05341      2.0165  0.00048416
         636      2.0536     2.01656   0.0004869
         637     2.05376     2.01662 0.000489625
         638     2.05389     2.01668 0.000492331
         639       2.054     2.01674 0.000495012
         640     2.05407      2.0168 0.000497664
         641     2.05412     2.01685 0.000500282
         642     2.05415     2.01691 0.000502864
         643     2.05414     2.01697 0.000505404
         644     2.05411     2.01703   0.0005079
         645     2.05406     2.01709 0.000510347
         646     2.05398     2.01714 0.000512743
         647     2.05388      2.0172 0.000515085
         648     2.05376     2.01726 0.000517371
         649     2.05361     2.01731 0.000519596
         650     2.05343     2.01737  0.00052176
         651     2.05324     2.01742  0.00052386
         652     2.05302     2.01748 0.000525893
         653     2.05278     2.01753 0.000527859
         654     2.05252     2.01758 0.000529755
         655     2.05223     2.01764 0.000531581
         656     2.05193     2.01769 0.000533334
         657      2.0516     2.01774 0.000535014
         658     2.05126     2.01779 0.000536621
         659      2.0509     2.01784 0.000538152
         660     2.05051     2.01789 0.000539609
         661     2.05012     2.01794  0.00054099
         662      2.0497     2.01799 0.000542296
         663     2.04927     2.01804 0.000543526
         664     2.04882     2.01808 0.000544682
         665     2.04837     2.01813 0.000545764
         666      2.0479     2.01817 0.000546771
