#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           34          143    -0.806448    -0.645258    -0.448494    0.0090719
           35          143    -0.799971    -0.638955    -0.457626   0.00614183
           36          143    -0.799971    -0.638955    -0.457626    0.0141216
           37          143    -0.799971    -0.638955    -0.457626   0.00919778
           38          143    -0.799971    -0.638955    -0.457626    0.0111646
           39          143    -0.799971    -0.638955    -0.457626   0.00701549
           40          143    -0.799971    -0.638955    -0.457626   0.00713338
           41          143    -0.799971    -0.638955    -0.457626   0.00854971
           42          143    -0.799971    -0.638955    -0.457626   0.00881951
           43          143    -0.799971    -0.638955    -0.457626   0.00934825
           44          143    -0.799971    -0.638955    -0.457626   0.00796533
           45          143    -0.799971    -0.638955    -0.457626    0.0074847
           46          143    -0.799971    -0.638955    -0.457626   0.00873609
           47          143    -0.799971    -0.638955    -0.457626    0.0102876
           48          143    -0.799971    -0.638955    -0.457626   0.00844095
           49          143    -0.799971    -0.638955    -0.457626   0.00975991
           50          143    -0.799971    -0.638955    -0.457626    0.0116474
            1          144    -0.799971    -0.638955    -0.457626    0.0084405
            2          144    -0.799971    -0.638955    -0.457626   0.00861305
            3          144    -0.799971    -0.638955    -0.457626   0.00667163
            4          144    -0.799971    -0.638955    -0.457626    0.0144552
            5          144    -0.799971    -0.638955    -0.457626   0.00808935
            6          144    -0.799971    -0.638955    -0.457626    0.0110934
            7          144    -0.799551    -0.633097    -0.453687   0.00740677
            8          144    -0.794889    -0.632498    -0.444078    0.0112912
            9          144     -0.80063    -0.625564    -0.448295   0.00996939
           10          144     -0.80063    -0.625564    -0.448295    0.0115736
           11          144     -0.80063    -0.625564    -0.448295   0.00691914
           12          144     -0.80063    -0.625564    -0.448295   0.00763597
           13          144     -0.80063    -0.625564    -0.448295   0.00782603
           14          144    -0.800057    -0.620786    -0.453304   0.00526058
           15          144    -0.805115    -0.623538    -0.453679   0.00648138
           16          144    -0.805115    -0.623538    -0.453679   0.00771102
           17          144    -0.800865    -0.621031    -0.447775   0.00642554
           18          144    -0.800865    -0.621031    -0.447775    0.0097815
           19          144    -0.800865    -0.621031    -0.447775   0.00948312
           20          144    -0.806179    -0.618521    -0.445338   0.00627568
           21          144     -0.80688    -0.615102    -0.444399   0.00683116
           22          144    -0.810837     -0.61038    -0.456595   0.00570714
           23          144     -0.81635    -0.606851    -0.452996   0.00509949
           24          144     -0.81635    -0.606851    -0.452996   0.00730634
           25          144     -0.81635    -0.606851    -0.452996   0.00902531
           26          144    -0.811754    -0.610767    -0.425671    0.0111321
           27          144    -0.808315    -0.605568    -0.445324   0.00727884
           28          144    -0.803683    -0.601179    -0.440453   0.00636885
           29          144    -0.806561    -0.603175    -0.437828   0.00670739
           30          144    -0.802173    -0.605699    -0.444538   0.00611586
           31          144    -0.807856    -0.607595     -0.45791   0.00643279
           32          144    -0.807856    -0.607595     -0.45791   0.00740369
           33          144    -0.807856    -0.607595     -0.45791    0.0103697
           34          144    -0.808688    -0.610231    -0.441564   0.00647477
           35          144    -0.806094    -0.607538    -0.441017   0.00771667
           36          144    -0.802272    -0.608269    -0.452946   0.00698784
           37          144    -0.802272    -0.608269    -0.452946   0.00751959
           38          144    -0.795555    -0.611861    -0.443104   0.00565795
           39          144    -0.797854    -0.615695    -0.442243    0.0086905
           40          144    -0.803832    -0.612819    -0.441058    0.0072491
           41          144    -0.808398     -0.60626    -0.449102   0.00585119
           42          144    -0.806853    -0.608844    -0.447824   0.00601259
           43          144     -0.81286    -0.602049    -0.456108   0.00718134
           44          144     -0.81286    -0.602049    -0.456108    0.0065546
           45          144    -0.811013    -0.607184    -0.453453   0.00517757
           46          144    -0.811013    -0.607184    -0.453453   0.00594198
           47          144    -0.813954    -0.604806    -0.446278   0.00626048
           48          144    -0.813954    -0.604806    -0.446278    0.0054313
           49          144    -0.819629    -0.601379    -0.447767   0.00529703
           50          144    -0.819629    -0.601379    -0.447767   0.00938622
            1          145    -0.814156    -0.599548    -0.442047   0.00668417
            2          145    -0.814156    -0.599548    -0.442047   0.00648182
            3          145    -0.816303    -0.595836    -0.441582   0.00564319
            4          145    -0.811932    -0.599356    -0.447869   0.00589969
            5          145      -0.8161    -0.597258     -0.44214   0.00737008
            6          145    -0.813981    -0.597827    -0.444567   0.00536867
            7          145    -0.807333    -0.598439    -0.446222   0.00621981
            8          145    -0.803519    -0.602921    -0.457071   0.00700747
            9          145    -0.803519    -0.602921    -0.457071   0.00766428
           10          145    -0.803519    -0.602921    -0.457071   0.00641509
           11          145    -0.798863    -0.605574    -0.460917   0.00431803
           12          145     -0.80027    -0.600829    -0.442952   0.00926326
           13          145     -0.80027    -0.600829    -0.442952    0.0054803
           14          145    -0.798613    -0.603972    -0.443009   0.00814993
           15          145    -0.801291    -0.610627    -0.436495   0.00811905
           16          145    -0.805827    -0.610594    -0.430231    0.0108492
           17          145    -0.809805    -0.610813    -0.451055   0.00661397
           18          145    -0.809805    -0.610813    -0.451055   0.00947133
           19          145    -0.815343    -0.608008    -0.444649    0.0106348
           20          145    -0.815343    -0.608008    -0.444649   0.00819024
           21          145    -0.817084    -0.613144    -0.443481   0.00700388
           22          145    -0.810767    -0.616352    -0.454262   0.00533306
           23          145    -0.814329     -0.61539    -0.452794   0.00537429
           24          145    -0.814329     -0.61539    -0.452794   0.00654166
           25          145    -0.812802    -0.622244    -0.455658   0.00701789
           26          145    -0.812802    -0.622244    -0.455658    0.0091095
           27          145    -0.814805    -0.624978    -0.460471   0.00600141
           28          145    -0.814805    -0.624978    -0.460471   0.00853435
           29          145    -0.814805    -0.624978    -0.460471    0.0107859
           30          145    -0.814805    -0.624978    -0.460471   0.00816452
           31          145    -0.817979    -0.626222    -0.455286   0.00585381
           32          145    -0.817979    -0.626222    -0.455286   0.00800325
           33          145     -0.81667    -0.624721    -0.451693   0.00589199
           34          145    -0.814986    -0.619093    -0.461943   0.00662393
           35          145    -0.814986    -0.619093    -0.461943   0.00622331
           36          145    -0.814986    -0.619093    -0.461943   0.00846479
           37          145    -0.814986    -0.619093    -0.461943   0.00720923
           38          145    -0.814986    -0.619093    -0.461943   0.00521238
           39          145    -0.814986    -0.619093    -0.461943    0.0105303
           40          145    -0.818437    -0.615689    -0.453134   0.00741356
           41          145    -0.818444    -0.609513    -0.441966   0.00711752
           42          145    -0.822917    -0.607968    -0.435581   0.00951285
           43          145    -0.822581    -0.610409    -0.440483   0.00923371
           44          145    -0.822299    -0.603645    -0.446374   0.00493002
           45          145    -0.828692    -0.608669    -0.447392    0.0058672
           46          145    -0.822427    -0.606271    -0.457058   0.00517812
           47          145    -0.822427    -0.606271    -0.457058   0.00836687
           48          145    -0.822427    -0.606271    -0.457058    0.0063074
           49          145    -0.822427    -0.606271    -0.457058   0.00651969
           50          145    -0.822427    -0.606271    -0.457058   0.00633581
            1          146    -0.822427    -0.606271    -0.457058   0.00786308
            2          146    -0.822427    -0.606271    -0.457058   0.00553959
            3          146    -0.822427    -0.606271    -0.457058    0.0119697
            4          146    -0.822427    -0.606271    -0.457058   0.00797743
            5          146    -0.822427    -0.606271    -0.457058    0.0122444
            6          146    -0.820128    -0.607185    -0.453237   0.00529463
            7          146    -0.820128    -0.607185    -0.453237   0.00716441
            8          146    -0.820128    -0.607185    -0.453237   0.00479929
            9          146    -0.818113    -0.605429    -0.451136   0.00560433
           10          146    -0.816036    -0.609632    -0.451183   0.00633633
           11          146     -0.81725    -0.608018     -0.43723   0.00864127
           12          146    -0.814062    -0.613453    -0.464714   0.00565782
           13          146    -0.814062    -0.613453    -0.464714   0.00772438
           14          146    -0.814062    -0.613453    -0.464714   0.00721914
           15          146    -0.814062    -0.613453    -0.464714    0.0075534
           16          146    -0.814062    -0.613453    -0.464714   0.00678732
           17          146    -0.814062    -0.613453    -0.464714   0.00536287
           18          146    -0.814062    -0.613453    -0.464714   0.00835859
           19          146    -0.814131    -0.616935    -0.447914   0.00724989
           20          146    -0.814131    -0.616935    -0.447914   0.00697469
           21          146    -0.814131    -0.616935    -0.447914   0.00667334
           22          146    -0.818237     -0.62335    -0.453056    0.0054906
           23          146    -0.818237     -0.62335    -0.453056   0.00902938
           24          146    -0.818237     -0.62335    -0.453056   0.00844061
           25          146    -0.823309    -0.624417      -0.4562    0.0077678
           26          146    -0.823309    -0.624417      -0.4562    0.0087634
           27          146    -0.823309    -0.624417      -0.4562    0.0059989
           28          146    -0.826051     -0.62993    -0.429063    0.0176114
           29          146    -0.826504    -0.632432    -0.440545    0.0110008
           30          146    -0.824439    -0.638239    -0.446284   0.00760137
           31          146    -0.821543    -0.634344    -0.453762   0.00749412
           32          146    -0.821543    -0.634344    -0.453762   0.00717322
           33          146    -0.821543    -0.634344    -0.453762    0.0109979
           34          146    -0.823187    -0.637526    -0.446198   0.00730747
           35          146    -0.826887    -0.632675    -0.443319   0.00752904
           36          146    -0.827364    -0.627527    -0.449865   0.00646466
           37          146    -0.827364    -0.627527    -0.449865   0.00787383
           38          146    -0.827364    -0.627527    -0.449865   0.00937953
           39          146    -0.824806    -0.633467    -0.445111   0.00804598
           40          146    -0.822271    -0.636762    -0.453097   0.00646936
           41          146    -0.822271    -0.636762    -0.453097    0.0104291
           42          146    -0.822271    -0.636762    -0.453097    0.0175688
           43          146    -0.822271    -0.636762    -0.453097    0.0121006
           44          146    -0.823503    -0.635694     -0.45775   0.00683048
           45          146    -0.823503    -0.635694     -0.45775    0.0143301
           46          146    -0.823503    -0.635694     -0.45775    0.0349023
           47          146    -0.823503    -0.635694     -0.45775   0.00773155
           48          146    -0.825115    -0.630401    -0.449227   0.00851511
           49          146    -0.825115    -0.630401    -0.449227   0.00822531
           50          146    -0.825115    -0.630401    -0.449227   0.00965927
            1          147    -0.825115    -0.630401    -0.449227    0.0169731
            2          147    -0.825115    -0.630401    -0.449227   0.00856506
            3          147    -0.825115    -0.630401    -0.449227    0.0126873
            4          147    -0.825115    -0.630401    -0.449227   0.00902553
            5          147    -0.825115    -0.630401    -0.449227   0.00862209
            6          147    -0.825115    -0.630401    -0.449227   0.00816285
            7          147    -0.825115    -0.630401    -0.449227   0.00570126
            8          147    -0.825115    -0.630401    -0.449227   0.00701369
            9          147    -0.825115    -0.630401    -0.449227   0.00946922
           10          147    -0.825115    -0.630401    -0.449227   0.00711672
           11          147    -0.830987    -0.624957    -0.449109   0.00918045
           12          147    -0.830987    -0.624957    -0.449109    0.0105537
           13          147    -0.830987    -0.624957    -0.449109     0.009725
           14          147     -0.83708    -0.619427    -0.458721   0.00620538
           15          147     -0.83708    -0.619427    -0.458721    0.0104539
           16          147    -0.838822    -0.613486    -0.451007   0.00614667
           17          147    -0.838822    -0.613486    -0.451007   0.00744169
           18          147    -0.838822    -0.613486    -0.451007   0.00671413
           19          147    -0.838822    -0.613486    -0.451007   0.00826011
           20          147    -0.838822    -0.613486    -0.451007   0.00798392
           21          147    -0.838822    -0.613486    -0.451007   0.00659421
           22          147    -0.838822    -0.613486    -0.451007   0.00823006
           23          147    -0.832301    -0.609655    -0.440059   0.00794729
           24          147    -0.825818    -0.606975    -0.449441   0.00680854
           25          147    -0.825818    -0.606975    -0.449441   0.00831521
           26          147    -0.828554     -0.60765     -0.45313   0.00529856
           27          147    -0.828554     -0.60765     -0.45313   0.00773217
           28          147    -0.825852    -0.609355    -0.447138   0.00510651
           29          147     -0.82863    -0.606695    -0.454821     0.005238
           30          147     -0.82863    -0.606695    -0.454821    0.0143066
           31          147    -0.832912    -0.601157    -0.441103    0.0066653
           32          147    -0.832912    -0.601157    -0.441103   0.00936494
           33          147    -0.828363    -0.598629    -0.442784   0.00529133
           34          147    -0.830517    -0.603524    -0.439213   0.00718618
           35          147    -0.830517    -0.603524    -0.439213   0.00652941
           36          147    -0.834342    -0.604903    -0.449361   0.00682992
           37          147    -0.834342    -0.604903    -0.449361    0.0124949
           38          147    -0.834342    -0.604903    -0.449361     0.011344
           39          147    -0.834342    -0.604903    -0.449361   0.00988989
           40          147    -0.834342    -0.604903    -0.449361   0.00581084
           41          147     -0.83967    -0.601145    -0.449226   0.00572976
           42          147     -0.83967    -0.601145    -0.449226    0.0131141
           43          147    -0.835496    -0.596731    -0.450092   0.00543962
           44          147    -0.835496    -0.596731    -0.450092   0.00780976
           45          147    -0.835496    -0.596731    -0.450092   0.00935523
           46          147    -0.835496    -0.596731    -0.450092   0.00711769
           47          147    -0.835496    -0.596731    -0.450092   0.00882591
           48          147    -0.835496    -0.596731    -0.450092    0.0057015
           49          147    -0.835496    -0.596731    -0.450092   0.00873884
           50          147    -0.838833    -0.602691    -0.452546   0.00554387
            1          148    -0.838833    -0.602691    -0.452546   0.00688576
            2          148    -0.838833    -0.602691    -0.452546   0.00700258
            3          148    -0.838833    -0.602691    -0.452546   0.00650965
            4          148    -0.838833    -0.602691    -0.452546   0.00790622
            5          148    -0.838833    -0.602691    -0.452546   0.00888049
            6          148    -0.838833    -0.602691    -0.452546   0.00624152
            7          148    -0.838833    -0.602691    -0.452546    0.0083063
            8          148    -0.838833    -0.602691    -0.452546   0.00616385
            9          148    -0.838833    -0.602691    -0.452546    0.0102191
           10          148    -0.838833    -0.602691    -0.452546    0.0093927
           11          148    -0.838833    -0.602691    -0.452546   0.00668371
           12          148    -0.840376    -0.597223    -0.447406   0.00582506
           13          148    -0.840376    -0.597223    -0.447406   0.00664052
           14          148    -0.840376    -0.597223    -0.447406   0.00807564
           15          148    -0.840376    -0.597223    -0.447406     0.012753
           16          148    -0.840376    -0.597223    -0.447406   0.00628211
           17          148    -0.840376    -0.597223    -0.447406   0.00653406
           18          148     -0.84477    -0.603621    -0.450049   0.00640448
           19          148     -0.84477    -0.603621    -0.450049   0.00699052
           20          148     -0.84477    -0.603621    -0.450049   0.00759433
           21          148    -0.846899    -0.600089    -0.427258   0.00882634
           22          148    -0.845081    -0.600653    -0.435414   0.00728267
           23          148    -0.848395    -0.599954    -0.441122   0.00699485
           24          148    -0.849807    -0.595405    -0.441773   0.00682772
           25          148    -0.847084    -0.590226    -0.444255   0.00648091
           26          148    -0.847084    -0.590226    -0.444255   0.00666935
           27          148    -0.847084    -0.590226    -0.444255   0.00763474
           28          148    -0.847084    -0.590226    -0.444255    0.0074461
           29          148    -0.847084    -0.590226    -0.444255   0.00836338
           30          148    -0.847084    -0.590226    -0.444255   0.00809372
           31          148    -0.845486    -0.591449     -0.43092    0.0107798
           32          148    -0.843011    -0.595305    -0.431478    0.0084227
           33          148    -0.848346    -0.597618    -0.431133    0.0110893
           34          148    -0.848346    -0.597618    -0.431133    0.0073308
           35          148    -0.848346    -0.597618    -0.431133    0.0146078
           36          148     -0.85013     -0.59805    -0.432634   0.00934219
           37          148    -0.844313    -0.600244    -0.421339   0.00905779
           38          148    -0.846352    -0.599692    -0.433352   0.00824611
           39          148    -0.846352    -0.599692    -0.433352    0.0104844
           40          148    -0.840641    -0.596668    -0.442957   0.00851502
           41          148    -0.833895    -0.596475    -0.438033    0.0103477
           42          148    -0.827476    -0.594318    -0.441871    0.0057394
           43          148    -0.827849    -0.595888    -0.439014   0.00577217
           44          148    -0.830359    -0.589669    -0.433523   0.00619517
           45          148    -0.835187     -0.58594    -0.455136   0.00719633
           46          148    -0.835187     -0.58594    -0.455136   0.00746841
           47          148    -0.835187     -0.58594    -0.455136   0.00578614
           48          148    -0.836134     -0.58761    -0.438761   0.00587965
           49          148    -0.832156    -0.583623    -0.439579   0.00700616
           50          148    -0.832156    -0.583623    -0.439579   0.00644983
            1          149    -0.832156    -0.583623    -0.439579   0.00839353
            2          149    -0.836407    -0.584784    -0.431421    0.0075971
            3          149    -0.840504    -0.586826    -0.441622   0.00617236
            4          149    -0.840504    -0.586826    -0.441622   0.00877527
            5          149    -0.839424    -0.582863    -0.431934   0.00805446
            6          149    -0.839424    -0.582863    -0.431934   0.00737871
            7          149    -0.839235    -0.588717    -0.434709   0.00709282
            8          149     -0.84007    -0.594491    -0.439657   0.00884949
            9          149    -0.842981    -0.600742    -0.438698   0.00701089
           10          149    -0.842981    -0.600742    -0.438698   0.00843676
           11          149    -0.838096     -0.60365    -0.432865    0.0109237
           12          149    -0.835488    -0.599223    -0.434831   0.00865904
           13          149    -0.835406    -0.593237    -0.434057   0.00706634
           14          149    -0.831582    -0.597002    -0.454065   0.00688999
           15          149    -0.831582    -0.597002    -0.454065   0.00518117
           16          149    -0.826082    -0.590294     -0.42951   0.00602937
           17          149    -0.831459    -0.593854    -0.447673    0.0053769
           18          149    -0.831459    -0.593854    -0.447673   0.00603204
           19          149    -0.831459    -0.593854    -0.447673   0.00557731
           20          149    -0.825983    -0.597519    -0.441867   0.00712906
           21          149     -0.81971    -0.603738    -0.436697   0.00896179
           22          149    -0.822954    -0.598202    -0.435023   0.00736385
           23          149    -0.821372    -0.603725    -0.430015   0.00761801
           24          149    -0.818848     -0.60483    -0.436563   0.00834544
           25          149    -0.820739    -0.607222    -0.451484   0.00658124
           26          149    -0.819448    -0.604782    -0.441345   0.00574172
           27          149    -0.822463    -0.603705    -0.441611   0.00757334
           28          149    -0.821387    -0.600609    -0.441974   0.00689114
           29          149    -0.827593    -0.605563    -0.448649   0.00528911
           30          149    -0.827593    -0.605563    -0.448649   0.00749344
           31          149    -0.827593    -0.605563    -0.448649   0.00730925
           32          149    -0.821933    -0.601388    -0.453826   0.00517118
           33          149    -0.819628    -0.601337    -0.450725   0.00639888
           34          149    -0.819628    -0.601337    -0.450725    0.0105409
           35          149    -0.819628    -0.601337    -0.450725   0.00661347
           36          149    -0.819628    -0.601337    -0.450725    0.0054437
           37          149    -0.819628    -0.601337    -0.450725    0.0102918
           38          149    -0.819628    -0.601337    -0.450725   0.00573093
           39          149    -0.819628    -0.601337    -0.450725   0.00676596
           40          149    -0.822814    -0.599704    -0.447701   0.00580923
           41          149    -0.822814    -0.599704    -0.447701   0.00915035
           42          149    -0.822814    -0.599704    -0.447701    0.0095141
           43          149    -0.822814    -0.599704    -0.447701   0.00765188
           44          149    -0.826298    -0.601022    -0.445113   0.00629068
           45          149    -0.819949    -0.604805    -0.447989   0.00963488
           46          149    -0.815604    -0.609729    -0.448293    0.0078974
           47          149    -0.815879    -0.609413    -0.455322   0.00646584
           48          149    -0.815879    -0.609413    -0.455322   0.00854925
           49          149    -0.815879    -0.609413    -0.455322   0.00596906
           50          149    -0.815879    -0.609413    -0.455322   0.00747574
            1          150    -0.815879    -0.609413    -0.455322    0.0080558
            2          150    -0.815879    -0.609413    -0.455322   0.00614252
            3          150    -0.815879    -0.609413    -0.455322   0.00811564
            4          150    -0.819754    -0.606355    -0.454815   0.00528461
            5          150    -0.819754    -0.606355    -0.454815    0.0116835
            6          150    -0.819754    -0.606355    -0.454815   0.00631648
            7          150    -0.823006    -0.612042    -0.454319    0.0076664
            8          150     -0.81764    -0.614612    -0.455634    0.0053118
            9          150     -0.81764    -0.614612    -0.455634     0.019464
           10          150     -0.81764    -0.614612    -0.455634   0.00638452
           11          150     -0.81764    -0.614612    -0.455634   0.00562503
           12          150     -0.81764    -0.614612    -0.455634    0.0077672
           13          150     -0.81764    -0.614612    -0.455634   0.00604962
           14          150     -0.81764    -0.614612    -0.455634   0.00635979
           15          150     -0.81764    -0.614612    -0.455634   0.00715905
           16          150     -0.81764    -0.614612    -0.455634    0.0159178
           17          150     -0.81764    -0.614612    -0.455634   0.00700751
           18          150     -0.81764    -0.614612    -0.455634    0.0073339
           19          150     -0.81764    -0.614612    -0.455634   0.00536438
           20          150     -0.81764    -0.614612    -0.455634   0.00924281
           21          150     -0.81764    -0.614612    -0.455634    0.0073575
           22          150     -0.81764    -0.614612    -0.455634   0.00888536
           23          150     -0.81764    -0.614612    -0.455634    0.0127414
           24          150     -0.81764    -0.614612    -0.455634   0.00736612
           25          150     -0.81764    -0.614612    -0.455634    0.0140756
           26          150     -0.81764    -0.614612    -0.455634    0.0065214
           27          150    -0.817637    -0.612073    -0.449528   0.00663398
           28          150    -0.811095    -0.612241     -0.45241   0.00732117
           29          150    -0.806876    -0.618041    -0.441257    0.0106044
           30          150    -0.808056     -0.62053    -0.447511    0.0128756
           31          150    -0.810554    -0.622367    -0.456241   0.00668301
           32          150    -0.810554    -0.622367    -0.456241    0.0061715
           33          150    -0.810554    -0.622367    -0.456241   0.00937969
           34          150    -0.807254    -0.618552    -0.448195   0.00551784
           35          150    -0.807254    -0.618552    -0.448195   0.00932205
           36          150    -0.811314    -0.622716    -0.451244   0.00727682
           37          150     -0.80901    -0.628057    -0.455614   0.00670871
           38          150     -0.80901    -0.628057    -0.455614    0.0125242
           39          150    -0.811778    -0.632818    -0.454495   0.00643364
           40          150    -0.811778    -0.632818    -0.454495     0.012079
           41          150    -0.811778    -0.632818    -0.454495   0.00906393
           42          150    -0.811778    -0.632818    -0.454495     0.010574
           43          150    -0.805934    -0.626738    -0.440206   0.00687689
           44          150    -0.802903    -0.631945    -0.446256   0.00795248
           45          150    -0.801267    -0.637766    -0.455064   0.00746271
           46          150    -0.801267    -0.637766    -0.455064    0.0136219
           47          150    -0.801267    -0.637766    -0.455064     0.007363
           48          150    -0.801267    -0.637766    -0.455064   0.00776303
           49          150    -0.801267    -0.637766    -0.455064   0.00811628
           50          150    -0.801267    -0.637766    -0.455064    0.0132836
            1          151    -0.801267    -0.637766    -0.455064   0.00869387
            2          151    -0.801267    -0.637766    -0.455064   0.00856523
            3          151    -0.802603    -0.633105    -0.457798   0.00543848
            4          151    -0.805871    -0.635359      -0.4552   0.00666694
            5          151    -0.805871    -0.635359      -0.4552   0.00664224
            6          151    -0.805871    -0.635359      -0.4552   0.00715433
            7          151    -0.805871    -0.635359      -0.4552    0.0119724
            8          151    -0.805871    -0.635359      -0.4552   0.00862531
            9          151    -0.805871    -0.635359      -0.4552    0.0108956
           10          151    -0.805871    -0.635359      -0.4552   0.00811927
           11          151    -0.805871    -0.635359      -0.4552   0.00707905
           12          151    -0.805871    -0.635359      -0.4552    0.0122685
           13          151    -0.805871    -0.635359      -0.4552   0.00820429
           14          151    -0.805871    -0.635359      -0.4552    0.0139559
           15          151    -0.805871    -0.635359      -0.4552    0.0121873
           16          151    -0.805871    -0.635359      -0.4552   0.00895916
           17          151    -0.805871    -0.635359      -0.4552    0.0085305
           18          151    -0.805871    -0.635359      -0.4552   0.00901277
           19          151    -0.805871    -0.635359      -0.4552   0.00996708
           20          151    -0.805871    -0.635359      -0.4552    0.0081467
           21          151    -0.805871    -0.635359      -0.4552    0.0210334
           22          151    -0.811387     -0.63391    -0.451781   0.00528647
           23          151    -0.811387     -0.63391    -0.451781   0.00711912
           24          151    -0.811387     -0.63391    -0.451781    0.0157786
           25          151    -0.811387     -0.63391    -0.451781   0.00601317
           26          151    -0.811387     -0.63391    -0.451781   0.00951664
           27          151    -0.805299    -0.635736    -0.456108   0.00594598
           28          151    -0.807917      -0.6403    -0.449271   0.00777494
           29          151    -0.807917      -0.6403    -0.449271   0.00719309
           30          151    -0.807917      -0.6403    -0.449271   0.00903634
           31          151    -0.807917      -0.6403    -0.449271   0.00769464
           32          151    -0.807917      -0.6403    -0.449271   0.00753496
           33          151     -0.80894     -0.63517    -0.443739   0.00698729
           34          151     -0.80894     -0.63517    -0.443739   0.00889469
           35          151     -0.80894     -0.63517    -0.443739    0.0156723
           36          151     -0.80894     -0.63517    -0.443739    0.0128297
           37          151     -0.81424    -0.630281    -0.445653    0.0075079
           38          151    -0.812085     -0.62986    -0.449334    0.0061042
           39          151    -0.812085     -0.62986    -0.449334    0.0113881
           40          151    -0.812085     -0.62986    -0.449334   0.00994941
           41          151    -0.812085     -0.62986    -0.449334   0.00674491
           42          151    -0.809432    -0.632585    -0.447407   0.00814078
           43          151    -0.809432    -0.632585    -0.447407    0.0161908
           44          151    -0.809432    -0.632585    -0.447407    0.0108579
           45          151     -0.80938    -0.627021    -0.449373   0.00559942
           46          151    -0.804474    -0.632102      -0.4506   0.00530658
           47          151    -0.797919     -0.62629    -0.453155   0.00818462
           48          151    -0.797919     -0.62629    -0.453155   0.00768668
           49          151    -0.795263    -0.619717    -0.457383    0.0050093
           50          151    -0.795263    -0.619717    -0.457383   0.00760606
            1          152    -0.795263    -0.619717    -0.457383   0.00848846
            2          152    -0.795263    -0.619717    -0.457383   0.00587324
            3          152    -0.795263    -0.619717    -0.457383   0.00551807
            4          152    -0.796197    -0.613186     -0.43642   0.00680662
            5          152    -0.796064     -0.60784    -0.445382   0.00702687
            6          152    -0.799791    -0.611643    -0.452353   0.00512498
            7          152    -0.799791    -0.611643    -0.452353   0.00713694
            8          152    -0.802714    -0.614223    -0.460917   0.00492045
            9          152    -0.802714    -0.614223    -0.460917   0.00782214
           10          152    -0.802714    -0.614223    -0.460917   0.00741068
           11          152      -0.8067    -0.612808    -0.459479   0.00585007
           12          152      -0.8067    -0.612808    -0.459479   0.00721773
           13          152      -0.8067    -0.612808    -0.459479    0.0139917
           14          152      -0.8067    -0.612808    -0.459479   0.00741172
           15          152      -0.8067    -0.612808    -0.459479   0.00551513
           16          152      -0.8067    -0.612808    -0.459479   0.00669031
           17          152    -0.808921    -0.617489    -0.454394   0.00575558
           18          152     -0.80967     -0.61865    -0.452262   0.00717748
           19          152     -0.80967     -0.61865    -0.452262   0.00726478
           20          152     -0.80967     -0.61865    -0.452262    0.0122874
           21          152    -0.815559    -0.622618    -0.449512   0.00812539
           22          152    -0.810426    -0.629033    -0.445315   0.00754976
           23          152    -0.810426    -0.629033    -0.445315    0.0151485
           24          152    -0.810426    -0.629033    -0.445315   0.00959354
           25          152    -0.810426    -0.629033    -0.445315   0.00999458
           26          152    -0.810426    -0.629033    -0.445315   0.00991241
           27          152    -0.810357    -0.628245    -0.443483   0.00904761
           28          152    -0.814554    -0.631592    -0.442659    0.0106875
           29          152    -0.814554    -0.631592    -0.442659    0.0169385
           30          152    -0.814807    -0.629333    -0.426191    0.0140593
           31          152      -0.8205     -0.63395    -0.445119   0.00899794
           32          152    -0.825411    -0.631018    -0.434982    0.0103183
           33          152    -0.827326    -0.626742    -0.449045   0.00690353
           34          152    -0.827326    -0.626742    -0.449045   0.00854458
           35          152    -0.827326    -0.626742    -0.449045    0.0100412
           36          152    -0.829914    -0.624352    -0.461259   0.00572888
           37          152    -0.829914    -0.624352    -0.461259   0.00704545
           38          152    -0.829914    -0.624352    -0.461259   0.00544445
           39          152    -0.829914    -0.624352    -0.461259    0.0107813
           40          152    -0.829914    -0.624352    -0.461259   0.00639432
           41          152    -0.829914    -0.624352    -0.461259   0.00742686
           42          152    -0.829914    -0.624352    -0.461259    0.0123304
           43          152    -0.829914    -0.624352    -0.461259    0.0054411
           44          152    -0.829914    -0.624352    -0.461259   0.00704602
           45          152    -0.829914    -0.624352    -0.461259    0.0075852
           46          152    -0.829914    -0.624352    -0.461259    0.0144334
           47          152    -0.829914    -0.624352    -0.461259   0.00742295
           48          152    -0.829914    -0.624352    -0.461259   0.00780757
           49          152    -0.825765    -0.621841    -0.464205   0.00610691
           50          152    -0.825765    -0.621841    -0.464205   0.00809575
            1          153    -0.825765    -0.621841    -0.464205   0.00623467
            2          153    -0.825765    -0.621841    -0.464205   0.00813382
            3          153    -0.830209    -0.616127    -0.431496     0.010805
            4          153    -0.831685    -0.615839    -0.426861    0.0084966
            5          153    -0.837097    -0.620536    -0.453809   0.00600041
            6          153    -0.837097    -0.620536    -0.453809    0.0129403
            7          153    -0.830877      -0.6234    -0.451435   0.00584053
            8          153    -0.830877      -0.6234    -0.451435    0.0130205
            9          153    -0.830877      -0.6234    -0.451435    0.0118952
           10          153    -0.830877      -0.6234    -0.451435   0.00998039
           11          153    -0.830877      -0.6234    -0.451435   0.00925865
           12          153    -0.830877      -0.6234    -0.451435    0.0174391
           13          153    -0.825055    -0.621691    -0.453838   0.00489434
           14          153    -0.825055    -0.621691    -0.453838   0.00518877
